user,game,genre,hundreds,thousands,millions,followers,following
agile_tv,'StarCraft II',real-time,False,False,False,11759,8
knowbotty,'7 Days to Die',"survival, sandbox",False,False,False,907,354
mervedogru,'',,False,False,False,9672,49
runesael,'World of Warcraft',massively multiplayer  role-playing,False,False,False,995,75
kc_orange,'Fortnite',survival,False,False,False,26,92
crackripper,'IRL',,False,False,False,57,10
arieahhh,'Overcooked!',simulation,False,False,False,89,86
books_4_lyfe,'',,False,False,False,9,47
jerry_s2,'',,False,False,False,350,69
mr_morjus,'League of Legends',online,False,False,False,11733,11
veteranragegaming,'Call of Duty: Black Ops 4',first-person shooter,False,False,False,93,121
donapalmira,'CABAL Online',,False,False,False,974,73
outz0r,'',,False,False,False,3,145
im_sorry,'',,False,False,False,776,37
tuqu4ng,'',,False,False,False,6200,10
patchworkangel,'',,False,False,False,6,9
robleisjaja,'',,False,False,False,179829,46
itsk33n,'Pok\xe9mon Ultra Sun/Ultra Moon',katherine,False,False,False,34107,8
patoleads,'',,False,False,False,7041,46
parkjand,'Just Chatting',,False,False,False,17762,92
cuppapi,'Yomawari',survival horror,False,False,False,128,100
bodopoker,'Poker',poker,False,False,False,6024,11
chimps_mcghee,'',,False,False,False,115,83
emnstctv,'',,False,False,False,5590,8
overpowerstudio,'',,False,False,False,805,225
pmsproxy,'Grand Theft Auto V',action-,False,False,False,126693,81
doubleagentsmith,'Outlast',survival horror,False,False,False,1872,756
shannonlouise2018,'',,False,False,False,55,52
wobostreams,'DayZ',first-person shooter,False,False,False,16937,57
luckyy_and_bw,'Destiny',destiny,False,False,False,213241,492
rickman3341,'',,False,False,False,34,44
beatfreak916,'',,False,False,False,2258,84
vitoriabaptist4,'',,False,False,False,1072,74
pricekmkz234,'',,False,False,False,5,14
nesteggio,'',,False,False,False,67,0
fourzer0seven,'',,False,False,False,32081,76
gotembro,'The War Z',world war z (film),False,False,False,17312,153
handmaiden,'League of Legends',multiplayer  battle arena,False,False,False,765,86
kizima_vlg,'',,False,False,False,59,14
kobe0802,'NBA 2K19',sports,False,False,False,55405,460
dozkauri,'',,False,False,False,219,48
xxshinobazuxx,'Dead by Daylight',survival horror,False,False,False,9377,591
fuyukitv,'',,False,False,False,74,44
tgh_sr,'Celeste',role-playing,False,False,False,40136,350
enermatrix_,'',,False,False,False,83,31
moralperplexity,'',,False,False,False,187,230
ace_combat_fan,'',,False,False,False,469,5
wtfmoses,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,38362,43
jewlzrl,'',,False,False,False,81,141
1d1ogo1,'',,False,False,False,2910,117
keiaos_theory,'Overwatch',characters of overwatch,False,False,False,179,18
princesshentai,'',,False,False,False,10975,204
egodasha,'',,False,False,False,5562,1790
nonamekiro,'',,False,False,False,166,97
secretpeach,'',,False,False,False,10,0
kuyacalvin,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,11291,1
zechsmarquise1234,'',,False,False,False,1,5
lynkoz__,'',,False,False,False,7499,8
duckklett,'',,False,False,False,103,36
phonixfly_,'Epic Battle Fantasy 4',fighting,False,False,False,93,58
lyegaia,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,7952,59
xchaolin,'League of Legends',multiplayer  battle arena,False,False,False,14186,28
sailorskate,'',,False,False,False,1055,28
virginsoft,'',,False,False,False,475,60
yavuzerol,'',,False,False,False,11,15
anderzgoingftw,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,20069,127
subzzy,'',,False,False,False,95,38
guizao_tv,'',,False,False,False,35899,620
helplessttv,'',,False,False,False,106,61
berph_san,'League of Legends',multiplayer  battle arena,False,False,False,16826,64
paulojoaele,'',,False,False,False,16,112
perfectxtremgamer,'',,False,False,False,171,21
siphano,'',,False,False,False,107379,0
staypuregg,'',,False,False,False,19561,6
hoodiejorgio,'',,False,False,False,4472,115
valkyria_pam,'',,False,False,False,8845,15
javifaction,'',,False,False,False,25,12
yoimscarface,'Call of Duty: Black Ops III',first-person shooter,False,False,False,3687,2
imfiveonethree,'Minecraft',sandbox,False,False,False,5962,203
screamcsgo,'',,False,False,False,3626,5
handmade_hero,'',,False,False,False,29776,1
panda_unicorn,'',,False,False,False,63,121
discoheat,'The Legend of Zelda: Ocarina of Time',adventure,False,False,False,59159,119
zellsis,'',,False,False,False,5784,104
wlr51sang,'Call of Duty: Black Ops III',first-person shooter,False,False,False,50967,69
ksg_live_,'',,False,False,False,51,35
carrioner,'Talk Shows & Podcasts',first-person shooter,False,False,False,23379,16
alliefx,'Fortnite',survival,False,False,False,14511,213
aishuu_tv,'The Binding of Isaac: Afterbirth',roguelike,False,False,False,2667,91
toxicbabex,'',,False,False,False,6889,122
mirx,'',,False,False,False,14998,11
giuhenne,'IRL',multiplayer  battle arena,False,False,False,35981,131
zanejackey,'',,False,False,False,13778,130
tealzlol,'',,False,False,False,32275,43
irongamingtv,'Halo 4',first-person shooter,False,False,False,11077,23
lankzz,'',,False,False,False,48,53
skycaptin5,'The Elder Scrolls Online',online,False,False,False,911,22
rhymememe,'',,False,False,False,38,12
dansgaming,'Fallout 76',adventure,False,False,False,750263,219
soycloser,'',,False,False,False,9,5
snillo_ow,'',,False,False,False,2515,156
xm55,'',,False,False,False,4938,86
ritming,'Slay the Spire',roguelike,False,False,False,2957,264
shott3d,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,2296,173
lustenkeys,'Arma 3',tactical shooter,False,False,False,14,24
synchronicitea,'',,False,False,False,2904,40
ssullyy_tv,'',,False,False,False,230,401
109ace,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,115683,92
fewa05,'Dota 2',multiplayer  battle arena,False,False,False,6403,82
bloowolfy,'',,False,False,False,39,91
thegreenman22,'Fortnite',battle royale,False,False,False,370,110
xoticgamerzz,'',,False,False,False,454,44
justnukes,'',,False,False,False,1,0
uselessduckcompany,'Creative',,False,False,False,4793,5
squittenmitten,'Grand Theft Auto V',adventure,False,False,False,1675,216
krankist,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,21469,200
fillardmillmore,'',,False,False,False,2,0
cammycakes,'Destiny 2',first-person shooter,False,False,False,24757,28
poshie,'',,False,False,False,198,102
chris_dota,'',,False,False,False,7940,18
mszodah,'IRL',,False,False,False,34356,101
grimmmz,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,903002,133
jahlil,'NBA 2K17',sports,False,False,False,16942,30
santzo84,'Bloodborne',action role-playing,False,False,False,50869,116
makz,'',,False,False,False,7767,110
zorbrix,'',,False,False,False,92,47
deej_bng,'',,False,False,False,1222,1
chippy,'osu!',osu!,False,False,False,22358,368
officialandreasssg,'',,False,False,False,120,24
brewspythemagicguy,'Magic: The Gathering',magic: the gathering,False,False,False,4700,84
iinvocal,'',,False,False,False,642,37
machika_,'',,False,False,False,12670,68
viirtualsenpai,'World of Warships',tactical shooter,False,False,False,1497,96
krebsie,'',massively multiplayer  role-playing,False,False,False,260,18
gabr1s2,'',,False,False,False,2,40
devahi,'World of Warcraft: Mists of Pandaria',mmorpg,False,False,False,21374,89
spadesco,'Escape From Tarkov',first-person shooter,False,False,False,2504,721
harpersavage,'Creative',first-person shooter,False,False,False,283,60
wtrmellon,'Fortnite',survival,False,False,False,532,25
284284ao3ms3,'League of Legends',multiplayer  battle arena,False,False,False,49633,2
tokisd,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,429,169
leprechan,'',,False,False,False,4590,348
sr_stevey,'',,False,False,False,210,15
gostephano,'StarCraft II',real-time,False,False,False,75478,11
panpanqqoh,'ArmA III',tactical shooter,False,False,False,15055,98
nuxxy,'World of Warcraft',massively multiplayer  role-playing,False,False,False,1978,67
gametime301,'',,False,False,False,5904,27
uvidaloka,'PUBG MOBILE',battle royale,False,False,False,12091,63
souliztik,'',,False,False,False,656,158
guill89,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,34,139
ylitalo23,'',,False,False,False,575,7
daretocare,'Smite',multiplayer,False,False,False,9319,178
zcetus,'',,False,False,False,1637,252
skazza,'',,False,False,False,37799,44
r4naldo,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,19142,410
iamboomerr,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,4733,412
kayraid,'',battle royale,False,False,False,6732,97
ptimm82,'',,False,False,False,152,14
shjami,'World of Warcraft',massively multiplayer  role-playing,False,False,False,29109,18
samdideeks,'',,False,False,False,659,166
falnar83,'EVE Online',multiplayer,False,False,False,1248,15
tarmackgaming,'E3 2017',electronic entertainment expo 2017,False,False,False,770,7
kaalii,"""Assassin's Creed Odyssey""","action role-playing, stealth",False,False,False,1053,262
xsyoss,'League of Legends',multiplayer  battle arena,False,False,False,27672,353
chetuh,'',,False,False,False,2373,80
chaosdragon87,'',,False,False,False,89,71
wizvin00,'',,False,False,False,6,80
anoetictv,'Warhammer: Vermintide 2',action,False,False,False,1729,59
cyborgangel,'Heroes of the Storm',adventure,False,False,False,43996,451
olyashaa,'Hearthstone: Heroes of Warcraft',collectible,False,False,False,303168,70
typey,'Grand Theft Auto V',action-,False,False,False,2346,225
denzel199543,'',,False,False,False,339,76
mer_deks,'',,False,False,False,6975,16
thebonds00,'',,False,False,False,1,17
oldbob_,'',,False,False,False,7748,43
thekarma,'',,False,False,False,7172,137
kragiee,'Overwatch',characters of overwatch,False,False,False,112846,82
fishygeslo,'',,False,False,False,62,15
hobbitwho_tv,'Fortnite',survival,False,False,False,3332,63
waelie,'',,False,False,False,195,41
chickdrummer88,'World of Warcraft',online,False,False,False,4641,902
peacenopvp,'',,False,False,False,154,13
mirthall,'',,False,False,False,5,0
tl_nero,'League of Legends',multiplayer  battle arena,False,False,False,9608,91
filthyrake,'StarCraft II',real-time,False,False,False,1819,129
kryssy23,'',,False,False,False,83,174
gamingwithfuni,'Fortnite',battle royale,False,False,False,101,129
efgamez,'Town of Salem',massachusetts,False,False,False,602,163
marys_revenge,'Planet Coaster',simulation,False,False,False,430,59
gigguk,'Dark Souls III',action role-playing,False,False,False,18245,12
bunnyfufuu,'League of Legends',multiplayer  battle arena,False,False,False,512995,100
not_tfue__,'',,False,False,False,8599,13
moeller117,'Call of Duty: Black Ops II',first-person shooter,False,False,False,4963,368
slaw_off,'',,False,False,False,27,37
sfco_esport,'Call of Duty: WWII',first-person shooter,False,False,False,13699,2
kabrewie,'',,False,False,False,83,45
omareloff,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,14503,20
cryo,'RuneScape',online,False,False,False,14067,83
ponevus,'',,False,False,False,12,34
harrisburguniversity,'',,False,False,False,318,31
handmedxwn,'',,False,False,False,516,104
bronkojakzamlada,'',,False,False,False,741,108
nikkiblackketter,'Fortnite',survival,False,False,False,17132,42
penguinlupo_,'',,False,False,False,708,5
alexanderhussi,'',,False,False,False,36603,23
yukionagato,'',,False,False,False,8,10
hruntingsama,'League of Legends',multiplayer  battle arena,False,False,False,61,29
taclogan,'Music & Performing Arts',performing arts,False,False,False,4191,417
pckologx,'',,False,False,False,1538,86
yourinsanity,'',,False,False,False,1090,177
liandrid_lol,'',,False,False,False,556,269
ziewietv,'',,False,False,False,3061,192
saintriot,'Dark Souls III',action role-playing,False,False,False,9389,51
gege_kill,'',,False,False,False,3099,55
lagoragaming,'League of Legends',first-person shooter,False,False,False,29001,646
rafal0l,'League of Legends',multiplayer  battle arena,False,False,False,15643,36
lotharhs,'Hearthstone: Heroes of Warcraft',card game,False,False,False,103850,116
worldofwarships,'World of Warships',tactical shooter,False,False,False,15295,86
yukips,'Dark Souls III',action role-playing,False,False,False,1730,41
fosya,'Everlasting Summer',"visual novel, eroge, dating sim",False,False,False,174,21
ibdw,'',,False,False,False,780,104
weak3n,'Smite',online,False,False,False,129115,10
navarroxx,'',,False,False,False,12828,154
zurovax,'',,False,False,False,14,50
ashtontv,'',,False,False,False,13043,330
ninaabb,'',,False,False,False,92,17
serget20111,'',,False,False,False,27,8
t8t3r,'Rocket League',first-person shooter,False,False,False,1982,507
linmac,'',,False,False,False,858,26
toasty_xo,'VRChat',multiplayer,False,False,False,3602,252
d4rw1n,'Black Mesa',first-person shooter,False,False,False,1449,364
ikealyou,'',,False,False,False,32808,21
nexo_lua,'',,False,False,False,107,49
leehyang112,'',,False,False,False,778,76
esl_northernlion,'',,False,False,False,630,0
myre,'Star Citizen',first-person shooter,False,False,False,8611,263
tarzaned,'League of Legends',multiplayer  battle arena,False,False,False,150786,101
riotgames_korea,'',,False,False,False,10136,1
cafeofbrokendreamz,'',,False,False,False,9,2
hotfriestfw,'',,False,False,False,232,48
caue4anos,'',,False,False,False,229,9
rayray200123,'Call of Duty: Black Ops II',first-person shooter,False,False,False,2027,676
pacheco_ow,'Overwatch',characters of overwatch,False,False,False,994,311
zedoctaofwho,'',,False,False,False,33,46
bsweazey,'',,False,False,False,45,44
qistina_,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,274,163
chiguygaming,'',,False,False,False,311,4
ucecrushalot,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",tactical shooter,False,False,False,2282,683
toocurly,'',,False,False,False,349,2
omegaevolution,'Tales of the World: Radiant Mythology 3',role-playing video game,False,False,False,21213,188
glassosu,'',,False,False,False,46,144
dimill,'League of Legends',multiplayer  battle arena,False,False,False,8622,73
mr_spacko,'Darwin Project',battle royale game,False,False,False,1112,39
blupor,'',,False,False,False,1218,141
tmugsy,'World of Warcraft',massively multiplayer  role-playing,False,False,False,1232,86
yondan2672,'',,False,False,False,6,0
kooker666,'',,False,False,False,7643,11
thequeenviper,'Halo 5: Guardians',first-person shooter,False,False,False,7056,189
laski,'',,False,False,False,43992,70
franckconnection,'',,False,False,False,7376,20
zhanji_ts,'Diablo III: Reaper of Souls',hack and slash,False,False,False,9015,163
supergiggles23_,'',,False,False,False,40,149
kappamobs,'',,False,False,False,4,175
dimaga,'StarCraft II: Heart of the Swarm',real-time,False,False,False,25401,72
jordan,'H1Z1',battle royale,False,False,False,2046,298
vengeplayz,'',,False,False,False,1516,48
peepsplays2k,'',,False,False,False,130,69
zabavaplay,'Outlast',survival horror,False,False,False,3567,4
pearlykc,'',,False,False,False,2191,4
gbstridox,'',,False,False,False,1460,2
fflivestreamart,'',,False,False,False,63,0
accm_vn,'',,False,False,False,2405,176
skillshot,'Smite',multiplayer,False,False,False,502307,17
officialdelux,'Fortnite',survival,False,False,False,65985,32
sleepy,'Overwatch',characters of overwatch,False,False,False,27522,103
khl522,'',,False,False,False,3,34
warpmetagg,'The Elder Scrolls: Legends',collectible,False,False,False,1663,0
xbox,'',first-person shooter,False,False,False,204066,33
ahqesportsclub,'Gaming Talk Shows',talk show,False,False,False,75690,48
thesloyy,'',,False,False,False,417,68
skulehd,'Grand Theft Auto V',action-,False,False,False,436,108
sailorblackchick,'',,False,False,False,207,55
gasgeesus,'',,False,False,False,436,331
pipepunk,'',,False,False,False,215681,31
lampionsnewsofc,'',,False,False,False,454,0
openai,'',,False,False,False,28612,0
iblali,'',,False,False,False,136877,22
stanley_hkes,'',,False,False,False,26015,0
zzzwwwzzz,'Outlast 2',survival horror,False,False,False,6122,25
deathpixie,'Horizon Zero Dawn',action role-playing,False,False,False,385,103
arrogantcoin862,'',,False,False,False,4,6
nerdimmersion,'Dungeons & Dragons',dungeons & dragons,False,False,False,2102,57
markissyogirl23,'',,False,False,False,1,0
nasralhalemi,'',,False,False,False,656,36
gaminu3,'Dead by Daylight',survival horror,False,False,False,74612,99
karnage,'The Jackbox Party Pack 3',first-person shooter,False,False,False,3206,142
kasual_kyle,'Fortnite',survival,False,False,False,23,125
leowendt,'',,False,False,False,557,11
scufgaming,'',,False,False,False,23509,51
badgones269,'',,False,False,False,10558,116
fh_lord_dem,'',,False,False,False,4351,447
brawlout,'Brawlout',,False,False,False,3551,11
frvnkie,'H1Z1: King of the Kill',battle royale,False,False,False,294,340
huni_test_1,'',,False,False,False,3689,0
lasaventurasdeperle,'Gaming Talk Shows',talk show,False,False,False,7259,66
th3sha4ggyh0b0,'',,False,False,False,162,357
truunks,'Halo 5: Guardians',first-person shooter,False,False,False,17995,324
doxiuofficial,'',,False,False,False,3839,30
yayitskate,'Guild Wars 2',mmorpg,False,False,False,2857,35
pdrzeeraa,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,2978,447
ciappycooking,'',,False,False,False,127,21
nightfallx,'Diablo II: Lord of Destruction',action role-playing,False,False,False,7260,78
tadinchen,'Borderlands 2',first-person shooter,False,False,False,1579,100
porcelaindarian,'',,False,False,False,87,42
kmoon1,'',,False,False,False,1696,48
pkay_007,'',,False,False,False,1,7
their0njew,'',,False,False,False,1176,33
bdfury,'Forge',sports,False,False,False,60,70
ragingalcoholic,'',,False,False,False,17,6
staxmontana,'',,False,False,False,19058,3
hardlydifficult,'Creative',computer programming,False,False,False,13999,619
flooziepalooza,'',,False,False,False,14,24
travelgyals,'IRL',food and drink,False,False,False,4929,27
allinpav,'Poker',poker,False,False,False,34865,425
fakewitch,'',,False,False,False,434,35
grubs,'',,False,False,False,13187,199
dziabnietywieslaw,'',,False,False,False,83,29
sayeedblack,'Arma 3',tactical shooter,False,False,False,62162,82
mira_twitch,'',,False,False,False,48,35
criken,'Fallout 4',action role-playing,False,False,False,218109,128
coraxalphamedia,'',,False,False,False,6996,3
lsd818,'',,False,False,False,21492,60
barankadirtekin,'',,False,False,False,514,6
1sectv,'',,False,False,False,1890,43
soarnitroh,'Call of Duty: Infinite Warfare',first-person shooter,False,False,False,1219,108
beterbocek,'',,False,False,False,928,52
juno973,'Retro',retro style,False,False,False,1028,521
bethfreemanartist,'Creative',,False,False,False,20213,174
squallzera,'',,False,False,False,46952,60
kingkongdonk,'Warframe',third-person shooter,False,False,False,14824,94
calmblackguy,'',,False,False,False,1673,229
eneemyy,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,1025,64
jommeh,'',,False,False,False,2115,56
dardan,'RuneScape',online,False,False,False,16375,3
kylelandrypiano,'Music & Performing Arts',performing arts,False,False,False,104291,74
sgt_gamble,'',,False,False,False,10005,218
duskinvain,'',,False,False,False,802,29
captainsparklez,'Minecraft',sandbox,False,False,False,1287870,0
imarichb,'',,False,False,False,13708,56
velion83,'Fortnite',survival,False,False,False,3171,199
realdockery,'Fortnite',survival,False,False,False,4485,19
tensa_the_sage,'Overwatch',characters of overwatch,False,False,False,6366,154
ero_g,'Counter-Strike: Global Offensive',first-person shooter,False,False,False,36179,23
kaldaristv,'',,False,False,False,1104,29
og_chesty,'',,False,False,False,1113,198
naryda,'',,False,False,False,4721,81
northernhowls,"""PLAYERUNKNOWN'S BATTLEGROUNDS""",battle royale,False,False,False,499,147
mommasammu,'',,False,False,False,391,130
parafuso,'',,False,False,False,825,127
magicksundragon,'Beat Saber',music,False,False,False,207,125
zombi3locote,'',,False,False,False,99,116
meekaylers,'',,False,False,False,18,51
rixia_mao,'',,False,False,False,10,28
cotomarley,'',,False,False,False,943,14
makeup_macabre,'',,False,False,False,437,166
esl_sc2,'StarCraft II',real-time,False,False,False,236814,14
alex0920x,'Hearthstone',collectible,False,False,False,44279,67
ironaids,'',,False,False,False,38814,182
candace_gosh,'',,False,False,False,513,69
waand1,'',,False,False,False,514,58
pipstertv,'',,False,False,False,3324,32
luckylph,'',,False,False,False,5,101
markeedragon,'EVE Online',multiplayer,False,False,False,38485,279
mundogt,'Gran Turismo 5',,False,False,False,530,2
cutekillerkitten,'',,False,False,False,1643,37
ridosaw,'',,False,False,False,9201,304
just_gem,'',,False,False,False,176,104
superpentti,'',,False,False,False,299,15
w1nt3rcsgo,'',,False,False,False,479,31
cherrypach,'',,False,False,False,99241,121
dinterlolz,'',multiplayer  battle arena,False,False,False,396471,38
iqoniqbf4,'Battlefield 4',first-person shooter,False,False,False,797,94
gamer_69_69,'',,False,False,False,6,5
ssnsanta,'',,False,False,False,4346,3
germanletsplay,'',,False,False,False,123555,3
frey0r,'',,False,False,False,541,150
ragedarling,'',,False,False,False,5623,273
